problem,data,model,model_label,N,seed,test_fe,val_fe,best_epoch,epochs_run,w,n_params
Fourier(25),fourier25,nn_only,NN-only,256,6,0.1035,0.1029,380,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,256,7,0.1102,0.1092,80,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,256,8,0.1072,0.1062,380,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,256,9,0.1064,0.1062,400,,,23091.0
Fourier(25),fourier25,peds,PEDS físico,512,0,0.0746,0.0708,50,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,1,0.0745,0.0709,50,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,2,0.0648,0.0611,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,3,0.0745,0.0709,50,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,4,0.0747,0.0711,40,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,5,0.0571,0.0545,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,6,0.0748,0.0712,40,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,7,0.0578,0.055,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,8,0.0686,0.065,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,512,9,0.0577,0.0551,390,,,23066.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,0,0.1651,0.1596,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,1,0.2006,0.1968,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,2,0.1539,0.154,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,3,0.1838,0.2026,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,4,0.1871,0.1902,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,5,0.0763,0.0758,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,6,0.0593,0.0589,390,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,7,0.07,0.0697,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,8,0.1957,0.2005,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,512,9,0.0731,0.073,400,,,23092.0
Fourier(25),fourier25,nn_only,NN-only,512,0,0.0974,0.0968,360,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,1,0.0943,0.0944,400,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,2,0.0959,0.0964,400,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,3,0.0941,0.0938,390,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,4,0.1016,0.1028,380,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,5,0.0937,0.0954,400,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,6,0.0927,0.0926,390,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,7,0.1053,0.1049,350,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,8,0.0966,0.097,370,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,512,9,0.0935,0.0943,380,,,23091.0
Fourier(25),fourier25,peds,PEDS físico,1024,0,0.0527,0.0505,380,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,1,0.0525,0.0508,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,2,0.0533,0.0507,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,3,0.0521,0.0501,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,4,0.0517,0.0498,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,5,0.0518,0.0502,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,6,0.0519,0.0501,370,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,7,0.052,0.0499,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,8,0.0532,0.0509,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,1024,9,0.0523,0.0507,390,,,23066.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,0,0.0812,0.0805,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,1,0.0557,0.0553,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,2,0.0549,0.0557,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,3,0.093,0.1003,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,4,0.0921,0.0935,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,5,0.0523,0.0516,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,6,0.0504,0.0492,380,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,7,0.0562,0.0561,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,8,0.0975,0.098,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,1024,9,0.0509,0.0515,400,,,23092.0
Fourier(25),fourier25,nn_only,NN-only,1024,0,0.0923,0.0913,220,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,1,0.0861,0.0859,280,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,2,0.0887,0.0882,310,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,3,0.0864,0.0867,320,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,4,0.0995,0.1005,190,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,5,0.0895,0.0914,260,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,6,0.0829,0.0826,320,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,7,0.1016,0.1009,150,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,8,0.0931,0.0929,250,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,1024,9,0.0836,0.0833,360,,,23091.0
Fourier(25),fourier25,peds,PEDS físico,2048,0,0.0455,0.0449,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,1,0.0467,0.0459,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,2,0.0484,0.0469,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,3,0.0456,0.045,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,4,0.0448,0.0443,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,5,0.0461,0.0457,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,6,0.0449,0.0444,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,7,0.0455,0.045,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,8,0.0479,0.0465,390,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,2048,9,0.046,0.0454,380,,,23066.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,0,0.0501,0.05,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,1,0.042,0.0422,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,2,0.0419,0.0424,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,3,0.0453,0.0455,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,4,0.0472,0.0465,390,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,5,0.0441,0.0439,380,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,6,0.0432,0.0427,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,7,0.0474,0.0473,380,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,8,0.0451,0.0451,390,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,2048,9,0.0426,0.043,390,,,23092.0
Fourier(25),fourier25,nn_only,NN-only,2048,0,0.0921,0.0911,130,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,1,0.0841,0.0835,160,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,2,0.0864,0.0852,160,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,3,0.0905,0.0906,160,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,4,0.1008,0.1007,110,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,5,0.091,0.0919,160,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,6,0.0827,0.0817,140,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,7,0.1054,0.1043,80,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,8,0.0932,0.0927,120,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,2048,9,0.0851,0.0845,160,,,23091.0
Fourier(25),fourier25,peds,PEDS físico,4096,0,0.037,0.0369,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,1,0.0385,0.0382,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,2,0.0403,0.0389,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,3,0.037,0.0366,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,4,0.0358,0.0354,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,5,0.0378,0.0381,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,6,0.0362,0.0357,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,7,0.0364,0.036,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,8,0.0377,0.0376,400,,,23066.0
Fourier(25),fourier25,peds,PEDS físico,4096,9,0.0374,0.0374,400,,,23066.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,0,0.0445,0.0439,390,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,1,0.0331,0.0327,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,2,0.0352,0.035,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,3,0.0443,0.0437,260,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,4,0.0444,0.044,360,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,5,0.0363,0.0368,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,6,0.0344,0.0337,400,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,7,0.0387,0.038,380,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,8,0.0445,0.044,230,,,23092.0
Fourier(25),fourier25,peds_afim,PEDS-afim,4096,9,0.0364,0.0361,400,,,23092.0
Fourier(25),fourier25,nn_only,NN-only,4096,0,0.0955,0.0944,70,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,1,0.0825,0.0816,100,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,2,0.0854,0.0838,80,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,3,0.0892,0.0884,70,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,4,0.1004,0.1,60,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,5,0.089,0.09,60,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,6,0.0844,0.0829,90,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,7,0.104,0.1028,50,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,8,0.0925,0.0917,70,,,23091.0
Fourier(25),fourier25,nn_only,NN-only,4096,9,0.0815,0.0802,90,,,23091.0
Fisher(16),fisher16,peds,PEDS físico,64,0,0.1313,0.119,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,1,0.1287,0.1171,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,2,0.1328,0.1212,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,3,0.138,0.1253,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,4,0.1361,0.1242,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,5,0.1328,0.1205,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,6,0.1325,0.1203,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,7,0.1351,0.1228,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,8,0.1305,0.1192,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,64,9,0.1372,0.1248,400,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,0,0.5575,0.5414,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,1,0.3045,0.2955,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,2,0.2551,0.2584,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,3,0.2389,0.2333,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,4,0.2598,0.2572,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,5,0.2964,0.2799,270,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,6,0.2737,0.2659,280,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,7,0.2667,0.2635,350,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,8,0.2581,0.2449,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,64,9,0.5463,0.5444,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,64,0,0.1735,0.1673,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,1,0.1645,0.1582,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,2,0.1687,0.1626,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,3,0.1698,0.1613,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,4,0.1686,0.1607,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,5,0.1673,0.1596,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,6,0.1676,0.1603,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,7,0.177,0.1698,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,8,0.1754,0.1687,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,64,9,0.1913,0.1859,400,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,128,0,0.1069,0.0974,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,1,0.1007,0.0918,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,2,0.1107,0.1018,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,3,0.1143,0.1039,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,4,0.1096,0.1009,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,5,0.107,0.0972,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,6,0.111,0.1008,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,7,0.1071,0.0977,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,8,0.1037,0.0961,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,128,9,0.1121,0.1021,400,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,0,0.3405,0.3221,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,1,0.2781,0.2695,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,2,0.2207,0.2227,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,3,0.219,0.2124,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,4,0.2393,0.2333,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,5,0.2477,0.2314,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,6,0.2447,0.2294,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,7,0.2666,0.2635,170,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,8,0.2139,0.2058,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,128,9,0.2731,0.2758,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,128,0,0.1534,0.1461,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,1,0.1435,0.1376,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,2,0.1562,0.1491,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,3,0.1553,0.1468,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,4,0.1466,0.1405,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,5,0.1473,0.1402,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,6,0.1519,0.1441,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,7,0.1561,0.1491,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,8,0.152,0.1468,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,128,9,0.1607,0.1577,400,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,256,0,0.088,0.0808,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,1,0.0826,0.0765,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,2,0.0907,0.0837,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,3,0.0952,0.0878,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,4,0.0886,0.0827,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,5,0.0881,0.0812,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,6,0.0897,0.082,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,7,0.0882,0.0807,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,8,0.0852,0.0797,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,256,9,0.0901,0.0825,400,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,0,0.2925,0.2741,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,1,0.2034,0.1967,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,2,0.1444,0.1438,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,3,0.1543,0.147,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,4,0.2342,0.228,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,5,0.1568,0.1502,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,6,0.1886,0.176,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,7,0.2364,0.2328,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,8,0.1242,0.1188,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,256,9,0.2337,0.2373,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,256,0,0.133,0.126,390,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,1,0.1297,0.1242,380,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,2,0.1344,0.1276,390,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,3,0.1365,0.1302,380,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,4,0.1268,0.1218,380,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,5,0.1294,0.1235,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,6,0.1322,0.1258,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,7,0.1346,0.1278,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,8,0.1278,0.1238,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,256,9,0.1286,0.1258,400,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,512,0,0.0734,0.0676,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,1,0.0719,0.0672,370,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,2,0.0754,0.0693,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,3,0.0753,0.0694,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,4,0.074,0.0683,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,5,0.0745,0.069,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,6,0.0743,0.069,370,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,7,0.0748,0.0685,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,8,0.0723,0.0673,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,512,9,0.0724,0.0664,400,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,0,0.2757,0.259,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,1,0.1103,0.1043,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,2,0.1104,0.1074,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,3,0.1007,0.0956,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,4,0.2188,0.2126,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,5,0.1096,0.1019,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,6,0.0986,0.0913,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,7,0.1578,0.1522,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,8,0.0906,0.0844,390,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,512,9,0.2195,0.2226,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,512,0,0.112,0.1045,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,1,0.1143,0.1098,370,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,2,0.1125,0.1062,370,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,3,0.1156,0.1106,340,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,4,0.1113,0.1062,400,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,5,0.1166,0.1121,360,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,6,0.1148,0.1105,280,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,7,0.1109,0.1044,380,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,8,0.1012,0.0981,380,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,512,9,0.102,0.0972,400,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,1024,0,0.0681,0.0604,380,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,1,0.0675,0.06,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,2,0.0704,0.0622,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,3,0.0691,0.061,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,4,0.0689,0.061,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,5,0.0684,0.0605,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,6,0.0696,0.0627,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,7,0.0676,0.0592,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,8,0.0676,0.0605,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,1024,9,0.0652,0.0575,390,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,0,0.1949,0.1851,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,1,0.086,0.0814,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,2,0.0911,0.0876,380,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,3,0.0837,0.0789,390,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,4,0.1188,0.1149,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,5,0.0893,0.0824,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,6,0.0836,0.0776,380,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,7,0.0887,0.0855,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,8,0.0754,0.0707,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,1024,9,0.1623,0.1635,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,1024,0,0.1121,0.1038,230,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,1,0.1045,0.0993,360,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,2,0.1044,0.0975,290,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,3,0.1092,0.1038,390,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,4,0.0991,0.0938,350,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,5,0.1142,0.1092,270,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,6,0.1099,0.1048,270,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,7,0.1011,0.094,290,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,8,0.0887,0.0848,390,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,1024,9,0.0872,0.0832,400,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,2048,0,0.0575,0.0496,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,1,0.0592,0.051,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,2,0.0603,0.0519,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,3,0.0598,0.0508,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,4,0.0597,0.052,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,5,0.0596,0.0511,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,6,0.0617,0.0545,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,7,0.0575,0.0486,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,8,0.0591,0.0512,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,2048,9,0.0542,0.0461,400,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,0,0.074,0.073,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,1,0.0666,0.0644,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,2,0.0693,0.0669,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,3,0.065,0.0617,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,4,0.0663,0.0642,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,5,0.0722,0.0672,390,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,6,0.0664,0.0619,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,7,0.066,0.0621,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,8,0.0602,0.0567,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,2048,9,0.0678,0.0665,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,2048,0,0.1089,0.1021,130,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,1,0.0985,0.0935,390,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,2,0.0991,0.0929,280,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,3,0.1077,0.1032,190,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,4,0.0987,0.0949,260,,,20769.0
