problem,data,model,model_label,N,seed,test_fe,val_fe,best_epoch,epochs_run,w,n_params
Fisher(16),fisher16,nn_only,NN-only,2048,5,0.1078,0.1043,120,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,6,0.1083,0.1037,130,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,7,0.0972,0.0911,190,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,8,0.081,0.0775,310,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,2048,9,0.0786,0.0752,340,,,20769.0
Fisher(16),fisher16,peds,PEDS físico,4096,0,0.0482,0.0392,370,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,1,0.0488,0.0398,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,2,0.0506,0.0415,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,3,0.0502,0.0411,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,4,0.0488,0.0401,390,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,5,0.0496,0.0406,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,6,0.0501,0.042,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,7,0.0474,0.0382,400,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,8,0.0496,0.0405,380,,,20753.0
Fisher(16),fisher16,peds,PEDS físico,4096,9,0.0456,0.0368,390,,,20753.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,0,0.0447,0.0436,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,1,0.0471,0.0448,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,2,0.0497,0.048,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,3,0.0469,0.045,390,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,4,0.0436,0.0416,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,5,0.054,0.0489,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,6,0.0487,0.045,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,7,0.0452,0.0416,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,8,0.045,0.042,400,,,20770.0
Fisher(16),fisher16,peds_afim,PEDS-afim,4096,9,0.0392,0.0384,400,,,20770.0
Fisher(16),fisher16,nn_only,NN-only,4096,0,0.107,0.1009,140,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,1,0.1014,0.0965,100,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,2,0.0966,0.0905,120,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,3,0.1072,0.1022,110,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,4,0.0989,0.0953,160,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,5,0.1105,0.1069,90,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,6,0.1072,0.1023,210,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,7,0.0908,0.0854,140,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,8,0.0838,0.0808,120,,,20769.0
Fisher(16),fisher16,nn_only,NN-only,4096,9,0.0756,0.072,210,,,20769.0
Fisher(25),fisher25,peds,PEDS físico,64,0,0.1125,0.1157,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,1,0.1115,0.113,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,2,0.1155,0.1198,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,3,0.1122,0.1152,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,4,0.1153,0.1185,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,5,0.112,0.1156,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,6,0.1157,0.1193,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,7,0.1149,0.1184,390,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,8,0.1125,0.115,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,64,9,0.1105,0.1127,400,,,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,0,0.232,0.234,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,1,0.2812,0.2821,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,2,0.2871,0.28,260,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,3,0.2901,0.2955,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,4,0.2924,0.2759,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,5,0.246,0.2312,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,6,0.2131,0.2212,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,7,0.2483,0.2468,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,8,0.2894,0.282,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,64,9,0.2358,0.2399,400,,,23092.0
Fisher(25),fisher25,nn_only,NN-only,64,0,0.1561,0.1603,360,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,1,0.1736,0.1768,370,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,2,0.1764,0.1793,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,3,0.1646,0.1687,190,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,4,0.1638,0.1676,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,5,0.1648,0.1692,370,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,6,0.1578,0.1605,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,7,0.1528,0.1561,280,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,8,0.1659,0.1705,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,64,9,0.1682,0.17,340,,,23091.0
Fisher(25),fisher25,peds,PEDS físico,128,0,0.1014,0.1041,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,1,0.1008,0.1018,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,2,0.106,0.1095,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,3,0.1053,0.1075,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,4,0.107,0.1096,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,5,0.1027,0.1051,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,6,0.1071,0.1099,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,7,0.1105,0.1137,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,8,0.1018,0.1035,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,128,9,0.0976,0.0992,400,,,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,0,0.208,0.2103,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,1,0.2553,0.2593,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,2,0.2853,0.2795,140,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,3,0.2507,0.2562,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,4,0.2568,0.2441,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,5,0.2187,0.2064,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,6,0.1664,0.1723,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,7,0.1641,0.1682,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,8,0.2449,0.2368,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,128,9,0.1882,0.1908,400,,,23092.0
Fisher(25),fisher25,nn_only,NN-only,128,0,0.1411,0.1455,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,1,0.157,0.1588,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,2,0.1614,0.1636,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,3,0.1459,0.148,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,4,0.1458,0.1496,360,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,5,0.1486,0.1515,380,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,6,0.1401,0.1416,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,7,0.1396,0.1442,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,8,0.147,0.1504,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,128,9,0.15,0.1515,400,,,23091.0
Fisher(25),fisher25,peds,PEDS físico,256,0,0.0847,0.0863,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,1,0.0859,0.0876,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,2,0.0869,0.0898,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,3,0.0853,0.0868,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,4,0.088,0.0899,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,5,0.0874,0.0891,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,6,0.087,0.089,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,7,0.0911,0.093,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,8,0.0844,0.0859,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,256,9,0.0837,0.0856,400,,,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,0,0.1439,0.1447,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,1,0.2473,0.2519,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,2,0.223,0.2217,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,3,0.2015,0.2064,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,4,0.2005,0.1926,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,5,0.1512,0.1464,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,6,0.1105,0.1147,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,7,0.1162,0.1194,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,8,0.1962,0.1892,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,256,9,0.1285,0.13,400,,,23092.0
Fisher(25),fisher25,nn_only,NN-only,256,0,0.1273,0.1325,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,1,0.14,0.1437,380,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,2,0.1391,0.1407,380,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,3,0.1347,0.1373,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,4,0.1361,0.1416,350,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,5,0.1364,0.1397,380,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,6,0.1269,0.1299,380,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,7,0.1393,0.1436,280,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,8,0.1367,0.1407,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,256,9,0.1342,0.1356,390,,,23091.0
Fisher(25),fisher25,peds,PEDS físico,512,0,0.073,0.075,380,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,1,0.0737,0.0753,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,2,0.0729,0.0754,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,3,0.0715,0.0728,390,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,4,0.0733,0.0756,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,5,0.0752,0.0772,390,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,6,0.0724,0.0745,390,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,7,0.0749,0.0765,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,8,0.0731,0.0744,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,512,9,0.0729,0.0753,400,,,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,0,0.1009,0.1011,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,1,0.2254,0.231,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,2,0.1313,0.1317,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,3,0.1094,0.1117,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,4,0.1182,0.1147,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,5,0.1076,0.1049,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,6,0.0856,0.0886,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,7,0.0979,0.1005,390,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,8,0.118,0.116,400,,,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,512,9,0.0946,0.0939,400,,,23092.0
Fisher(25),fisher25,nn_only,NN-only,512,0,0.1201,0.1256,310,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,1,0.1239,0.1292,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,2,0.1173,0.121,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,3,0.124,0.1273,370,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,4,0.1245,0.1308,370,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,5,0.1211,0.1264,390,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,6,0.1148,0.1195,400,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,7,0.131,0.1365,210,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,8,0.1263,0.1312,370,,,23091.0
Fisher(25),fisher25,nn_only,NN-only,512,9,0.1202,0.1222,360,,,23091.0
Fisher(25),fisher25,peds,PEDS físico,1024,0,0.0694,0.0727,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,1,0.0693,0.0726,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,2,0.0693,0.0735,380,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,3,0.0679,0.0703,390,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,4,0.0694,0.073,400,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,5,0.0714,0.0741,380,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,6,0.0695,0.0727,340,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,7,0.0711,0.0736,280,,,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,8,0.0700945854187011,0.0724627003073692,380,400.0,0.3663406372070312,23066.0
Fisher(25),fisher25,peds,PEDS físico,1024,9,0.070791944861412,0.0735618323087692,330,400.0,0.366668701171875,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,0,0.087536908686161,0.0889681354165077,400,400.0,0.5192078351974487,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,1,0.1580456644296646,0.1614330261945724,400,400.0,0.5463153719902039,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,2,0.0932303965091705,0.0939240902662277,400,400.0,0.5014547109603882,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,3,0.0886371433734893,0.0894771292805671,400,400.0,0.5376130938529968,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,4,0.0859402492642402,0.086686797440052,380,400.0,0.546074390411377,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,5,0.0895246788859367,0.0892649963498115,400,400.0,0.5303495526313782,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,6,0.0766117125749588,0.0782420858740806,400,400.0,0.5269742608070374,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,7,0.0949497371912002,0.098591424524784,280,360.0,0.5411607623100281,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,8,0.0881459563970565,0.0887586027383804,400,400.0,0.5290406942367554,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,1024,9,0.0838275551795959,0.0846948400139808,390,400.0,0.5358794331550598,23092.0
Fisher(25),fisher25,nn_only,NN-only,1024,0,0.1248038187623024,0.1300736218690872,110,190.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,1,0.1186417192220687,0.1237653121352195,350,400.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,2,0.1148604080080986,0.1189175471663475,250,330.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,3,0.1166642904281616,0.1207381412386894,270,350.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,4,0.1193526908755302,0.1250405758619308,270,350.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,5,0.1169204264879226,0.1231385469436645,310,390.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,6,0.112476535141468,0.1173907965421676,260,340.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,7,0.1251247525215149,0.1303272843360901,250,330.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,8,0.1278405636548996,0.1328467279672622,180,260.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,1024,9,0.1132626235485076,0.1150707527995109,290,370.0,,23091.0
Fisher(25),fisher25,peds,PEDS físico,2048,0,0.064895860850811,0.0680181980133056,390,400.0,0.3743676543235779,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,1,0.0652740523219108,0.0684782713651657,380,400.0,0.3754565715789795,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,2,0.0636127740144729,0.0679809302091598,400,400.0,0.3783718943595886,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,3,0.0634483769536018,0.0660731419920921,370,400.0,0.3780310750007629,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,4,0.0631668716669082,0.0667608231306076,380,400.0,0.3781874775886535,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,5,0.0664904043078422,0.0693504214286804,390,400.0,0.3711201548576355,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,6,0.0660083591938018,0.0692775771021843,400,400.0,0.3766535818576813,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,7,0.0657764673233032,0.0692450627684593,360,400.0,0.3748879134654999,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,8,0.0655730962753295,0.0683484524488449,380,400.0,0.3765148222446441,23066.0
Fisher(25),fisher25,peds,PEDS físico,2048,9,0.06547532975673676,0.06823809444904327,370,400.0,0.372681587934494,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,0,0.07503277063369751,0.07604589313268661,390,400.0,0.4721142053604126,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,1,0.06742891669273376,0.06838221102952957,400,400.0,0.4188585877418518,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,2,0.06758899241685867,0.06794615834951401,400,400.0,0.4377477467060089,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,3,0.07282037287950516,0.07300738990306854,400,400.0,0.5003133416175842,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,4,0.06867611408233643,0.06886867433786392,380,400.0,0.5178840160369873,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,5,0.07604251056909561,0.07656394690275192,390,400.0,0.4816761910915375,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,6,0.06710553914308548,0.06823096424341202,400,400.0,0.489114910364151,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,7,0.09638065099716187,0.09729409962892532,80,160.0,0.5248965620994568,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,8,0.0694490596652031,0.07134880125522614,400,400.0,0.47335928678512573,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,2048,9,0.07071159034967422,0.07050798088312149,400,400.0,0.49071004986763,23092.0
Fisher(25),fisher25,nn_only,NN-only,2048,0,0.11541374027729034,0.12109903991222382,210,290.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,1,0.11649064719676971,0.12118775397539139,160,240.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,2,0.11130554974079132,0.11459887772798538,140,220.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,3,0.12199236452579498,0.12503528594970703,90,170.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,4,0.11810605227947235,0.12373047322034836,170,250.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,5,0.11622718721628189,0.12164422124624252,150,230.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,6,0.109346903860569,0.11367322504520416,150,230.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,7,0.12327488511800766,0.12787829339504242,140,220.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,8,0.12631163001060486,0.1311914622783661,130,210.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,2048,9,0.10937134176492691,0.11120985448360443,170,250.0,,23091.0
Fisher(25),fisher25,peds,PEDS físico,4096,0,0.05261395126581192,0.055207688361406326,400,400.0,0.4171440601348877,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,1,0.05431515723466873,0.057417143136262894,400,400.0,0.4176778495311737,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,2,0.05304088816046715,0.05703442916274071,390,400.0,0.4147409200668335,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,3,0.051875434815883636,0.055121034383773804,370,400.0,0.4148346483707428,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,4,0.05037495866417885,0.053097713738679886,400,400.0,0.41924676299095154,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,5,0.05478384345769882,0.057976607233285904,400,400.0,0.4113519787788391,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,6,0.05615360662341118,0.05937524139881134,390,400.0,0.4115191698074341,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,7,0.05377315729856491,0.057930879294872284,400,400.0,0.4153117537498474,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,8,0.057792432606220245,0.060948699712753296,400,400.0,0.4168732166290283,23066.0
Fisher(25),fisher25,peds,PEDS físico,4096,9,0.05377647653222084,0.05665438249707222,390,400.0,0.4123438000679016,23066.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,0,0.055165864527225494,0.05577818676829338,400,400.0,0.3856116533279419,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,1,0.04917198419570923,0.04914936423301697,400,400.0,0.1699618697166443,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,2,0.049752287566661835,0.050268616527318954,400,400.0,0.30611610412597656,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,3,0.05364177003502846,0.053332287818193436,400,400.0,0.4163152873516083,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,4,0.0497383251786232,0.050090037286281586,400,400.0,0.44023117423057556,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,5,0.0577133372426033,0.057972654700279236,400,400.0,0.3860197365283966,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,6,0.05262523889541626,0.052903447300195694,370,400.0,0.44124552607536316,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,7,0.06116655841469765,0.0622696615755558,380,400.0,0.48928752541542053,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,8,0.05268705636262894,0.053713638335466385,400,400.0,0.38645419478416443,23092.0
Fisher(25),fisher25,peds_afim,PEDS-afim,4096,9,0.05371523275971413,0.05343107879161835,390,400.0,0.41129961609840393,23092.0
Fisher(25),fisher25,nn_only,NN-only,4096,0,0.11121638119220734,0.11608438193798065,70,150.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,1,0.1126248762011528,0.11720030754804611,80,160.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,2,0.10883142054080963,0.11247031390666962,60,140.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,3,0.11835961043834686,0.12079253792762756,40,120.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,4,0.11346260458230972,0.11875134706497192,100,180.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,5,0.11161097884178162,0.11599600315093994,70,150.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,6,0.10885297507047653,0.11348272114992142,140,220.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,7,0.1211792379617691,0.12588180601596832,60,140.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,8,0.1183406412601471,0.12393267452716827,120,200.0,,23091.0
Fisher(25),fisher25,nn_only,NN-only,4096,9,0.10789410024881363,0.11061938107013702,120,200.0,,23091.0
