Timestamp,SO,GPU_Nome,Modelo_IA,Total_Parametros,Época,Tempo_Treino_(s),Uso_CPU_Geral,CPU_Livre,CPU_Nucleos_Totais,CPU_Nucleos_Ativos,RAM_Total_(GB),RAM_SO_(GB),RAM_IA_(GB),RAM_Livre_(GB),RAM_P_IA,RAM_P_SO,RAM_P_Livre,VRAM_Total_(MB),VRAM_SO_(MB),VRAM_IA_(MB),VRAM_Livre_(MB),GPU_P_IA,GPU_P_SO,GPU_P_Livre,Temp_GPU_(°C)
2026-06-01 20:52:31,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",1,10.68,55.1%,44.9%,16,16,15.58,1.95,1.02,12.61,6.55%,12.52%,80.93%,8188.0,2613.45,34.94,5539.61,0.43%,31.92%,67.65%,44
2026-06-01 20:52:43,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",2,10.6,55.0%,45.0%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.45,34.94,5539.61,0.43%,31.92%,67.65%,44
2026-06-01 20:52:55,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",3,10.53,55.0%,45.0%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.45,34.94,5539.61,0.43%,31.92%,67.65%,44
2026-06-01 20:53:07,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",4,10.6,55.1%,44.9%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2603.51,34.94,5549.55,0.43%,31.8%,67.77%,44
2026-06-01 20:53:19,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",5,10.6,55.3%,44.7%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.95,34.94,5539.11,0.43%,31.92%,67.65%,44
2026-06-01 20:53:31,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",6,10.67,54.9%,45.1%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.94,34.95,5539.11,0.43%,31.92%,67.65%,44
2026-06-01 20:53:42,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",7,10.6,55.0%,45.0%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.94,34.95,5539.11,0.43%,31.92%,67.65%,44
2026-06-01 20:53:54,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",8,10.62,55.0%,45.0%,16,16,15.58,1.95,1.02,12.61,6.55%,12.52%,80.93%,8188.0,2613.94,34.95,5539.11,0.43%,31.92%,67.65%,44
2026-06-01 20:54:06,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",9,10.63,55.1%,44.9%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2604.32,34.95,5548.73,0.43%,31.81%,67.76%,44
2026-06-01 20:54:18,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Maxwell10_PEDS_m2,"765,774",10,10.5,55.4%,44.6%,16,16,15.58,1.94,1.02,12.62,6.55%,12.45%,81.0%,8188.0,2613.94,34.95,5539.11,0.43%,31.92%,67.65%,44
