Timestamp,SO,GPU_Nome,Modelo_IA,Total_Parametros,Época,Tempo_Treino_(s),Uso_CPU_Geral,CPU_Livre,CPU_Nucleos_Totais,CPU_Nucleos_Ativos,RAM_Total_(GB),RAM_SO_(GB),RAM_IA_(GB),RAM_Livre_(GB),RAM_P_IA,RAM_P_SO,RAM_P_Livre,VRAM_Total_(MB),VRAM_SO_(MB),VRAM_IA_(MB),VRAM_Livre_(MB),GPU_P_IA,GPU_P_SO,GPU_P_Livre,Temp_GPU_(°C)
2026-06-01 01:36:13,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",1,2.32,6.3%,93.7%,16,1,15.58,1.8,0.76,13.02,4.88%,11.55%,83.57%,8188.0,2904.92,17.23,5265.85,0.21%,35.48%,64.31%,46
2026-06-01 01:36:17,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",2,1.97,7.3%,92.7%,16,2,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2907.12,17.23,5263.65,0.21%,35.5%,64.29%,46
2026-06-01 01:36:19,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",3,1.92,7.1%,92.9%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2906.98,17.23,5263.79,0.21%,35.5%,64.29%,45
2026-06-01 01:36:21,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",4,1.93,6.9%,93.1%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2908.43,17.23,5262.34,0.21%,35.52%,64.27%,45
2026-06-01 01:36:23,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",5,1.94,6.4%,93.6%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2904.68,17.23,5266.09,0.21%,35.47%,64.32%,45
2026-06-01 01:36:25,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",6,1.96,6.5%,93.5%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2909.62,17.23,5261.15,0.21%,35.54%,64.25%,45
2026-06-01 01:36:28,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",7,2.0,7.5%,92.5%,16,2,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2889.68,17.23,5281.09,0.21%,35.29%,64.5%,45
2026-06-01 01:36:30,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",8,2.08,6.4%,93.6%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2883.71,17.23,5287.06,0.21%,35.22%,64.57%,46
2026-06-01 01:36:32,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",9,1.92,6.4%,93.6%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2883.55,17.23,5287.22,0.21%,35.22%,64.57%,46
2026-06-01 01:36:34,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",10,1.91,6.4%,93.6%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2864.55,17.23,5306.22,0.21%,34.98%,64.81%,45
2026-06-01 01:36:36,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",11,1.92,6.4%,93.6%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2854.48,17.23,5316.29,0.21%,34.86%,64.93%,45
2026-06-01 01:36:40,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",12,1.93,6.5%,93.5%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:42,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",13,1.95,6.4%,93.6%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:44,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",14,1.93,6.5%,93.5%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:46,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",15,1.96,6.5%,93.5%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:48,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",16,1.97,7.0%,93.0%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:51,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",17,1.91,6.4%,93.6%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2850.3,17.23,5320.47,0.21%,34.81%,64.98%,45
2026-06-01 01:36:53,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",18,1.91,6.5%,93.5%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
2026-06-01 01:36:55,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",19,1.91,6.3%,93.7%,16,1,15.58,1.79,0.78,13.01,5.01%,11.49%,83.5%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
2026-06-01 01:36:57,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",20,1.95,7.0%,93.0%,16,2,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
2026-06-01 01:36:59,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",21,1.98,6.5%,93.5%,16,1,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
2026-06-01 01:37:03,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",22,1.93,6.4%,93.6%,16,2,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
2026-06-01 01:37:05,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier16_PEDS,"20,753",23,1.91,6.5%,93.5%,16,3,15.58,1.8,0.78,13.0,5.01%,11.55%,83.44%,8188.0,2849.05,17.23,5321.72,0.21%,34.8%,64.99%,45
