Timestamp,SO,GPU_Nome,Modelo_IA,Total_Parametros,Época,Tempo_Treino_(s),Uso_CPU_Geral,CPU_Livre,CPU_Nucleos_Totais,CPU_Nucleos_Ativos,RAM_Total_(GB),RAM_SO_(GB),RAM_IA_(GB),RAM_Livre_(GB),RAM_P_IA,RAM_P_SO,RAM_P_Livre,VRAM_Total_(MB),VRAM_SO_(MB),VRAM_IA_(MB),VRAM_Livre_(MB),GPU_P_IA,GPU_P_SO,GPU_P_Livre,Temp_GPU_(°C)
2026-06-01 01:59:42,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",1,2.03,11.9%,88.1%,16,8,15.58,1.91,0.83,12.84,5.33%,12.26%,82.41%,8188.0,2896.86,17.61,5273.53,0.22%,35.38%,64.4%,43
2026-06-01 01:59:45,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",2,1.95,6.6%,93.4%,16,1,15.58,1.91,0.83,12.84,5.33%,12.26%,82.41%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,43
2026-06-01 01:59:47,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",3,1.96,6.4%,93.6%,16,1,15.58,1.91,0.83,12.84,5.33%,12.26%,82.41%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,43
2026-06-01 01:59:49,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",4,1.97,7.1%,92.9%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,43
2026-06-01 01:59:51,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",5,1.95,6.5%,93.5%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 01:59:53,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",6,1.93,6.5%,93.5%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 01:59:57,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",7,1.93,6.6%,93.4%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,43
2026-06-01 01:59:59,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",8,1.97,7.1%,92.9%,16,2,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:01,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",9,1.94,6.6%,93.4%,16,2,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:03,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",10,1.93,6.6%,93.4%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:05,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",11,1.96,6.7%,93.3%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:08,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",12,1.97,7.3%,92.7%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:10,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",13,1.96,6.5%,93.5%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:12,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",14,1.96,6.6%,93.4%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:14,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",15,1.94,6.6%,93.4%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:16,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",16,1.92,6.6%,93.4%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:20,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",17,1.94,6.8%,93.2%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
2026-06-01 02:00:22,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher25_PEDS,"23,066",18,1.94,6.5%,93.5%,16,1,15.58,1.92,0.83,12.83,5.33%,12.32%,82.35%,8188.0,2850.6,17.61,5319.79,0.22%,34.81%,64.97%,42
