Timestamp,SO,GPU_Nome,Modelo_IA,Total_Parametros,Época,Tempo_Treino_(s),Uso_CPU_Geral,CPU_Livre,CPU_Nucleos_Totais,CPU_Nucleos_Ativos,RAM_Total_(GB),RAM_SO_(GB),RAM_IA_(GB),RAM_Livre_(GB),RAM_P_IA,RAM_P_SO,RAM_P_Livre,VRAM_Total_(MB),VRAM_SO_(MB),VRAM_IA_(MB),VRAM_Livre_(MB),GPU_P_IA,GPU_P_SO,GPU_P_Livre,Temp_GPU_(°C)
2026-06-01 19:37:50,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",1,2.05,8.8%,91.2%,16,2,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2877.04,17.39,5293.57,0.21%,35.14%,64.65%,47
2026-06-01 19:37:54,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",2,1.93,6.4%,93.6%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2868.66,17.39,5301.95,0.21%,35.03%,64.76%,47
2026-06-01 19:37:56,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",3,2.02,6.4%,93.6%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2868.66,17.39,5301.95,0.21%,35.03%,64.76%,47
2026-06-01 19:37:58,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",4,2.0,6.4%,93.6%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2869.04,17.39,5301.57,0.21%,35.04%,64.75%,47
2026-06-01 19:38:00,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",5,1.97,7.1%,92.9%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2859.1,17.39,5311.51,0.21%,34.92%,64.87%,48
2026-06-01 19:38:02,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",6,1.94,6.5%,93.5%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2855.1,17.39,5315.51,0.21%,34.87%,64.92%,47
2026-06-01 19:38:05,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",7,1.9,6.6%,93.4%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2865.03,17.4,5305.57,0.21%,34.99%,64.8%,47
2026-06-01 19:38:07,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",8,1.91,6.4%,93.6%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2865.03,17.4,5305.57,0.21%,34.99%,64.8%,47
2026-06-01 19:38:09,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",9,1.97,6.9%,93.1%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2878.34,17.4,5292.26,0.21%,35.15%,64.64%,47
2026-06-01 19:38:11,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fisher16_PEDS_m1,"20,753",10,1.94,6.7%,93.3%,16,1,15.58,1.95,0.85,12.78,5.46%,12.52%,82.02%,8188.0,2878.34,17.4,5292.26,0.21%,35.15%,64.64%,47
