Timestamp,SO,GPU_Nome,Modelo_IA,Total_Parametros,Época,Tempo_Treino_(s),Uso_CPU_Geral,CPU_Livre,CPU_Nucleos_Totais,CPU_Nucleos_Ativos,RAM_Total_(GB),RAM_SO_(GB),RAM_IA_(GB),RAM_Livre_(GB),RAM_P_IA,RAM_P_SO,RAM_P_Livre,VRAM_Total_(MB),VRAM_SO_(MB),VRAM_IA_(MB),VRAM_Livre_(MB),GPU_P_IA,GPU_P_SO,GPU_P_Livre,Temp_GPU_(°C)
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",1,0.03,6.4%,93.6%,16,1,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",2,0.03,8.7%,91.3%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",3,0.03,4.8%,95.2%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",4,0.03,6.7%,93.3%,16,1,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",5,0.03,6.2%,93.8%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",6,0.03,6.5%,93.5%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.16,17.77,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",7,0.03,6.7%,93.3%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2935.15,17.78,5235.07,0.22%,35.85%,63.93%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",8,0.03,9.3%,90.7%,16,3,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2945.65,17.78,5224.57,0.22%,35.98%,63.8%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",9,0.04,6.1%,93.9%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2952.15,17.78,5218.07,0.22%,36.05%,63.73%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",10,0.04,6.8%,93.2%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2951.09,17.78,5219.13,0.22%,36.04%,63.74%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",11,0.03,6.4%,93.6%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2951.09,17.78,5219.13,0.22%,36.04%,63.74%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",12,0.03,8.0%,92.0%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2949.77,17.78,5220.45,0.22%,36.03%,63.75%,48
2026-06-01 19:29:38,Linux 6.6.87.2-microsoft-standard-WSL2,NVIDIA GeForce RTX 4060,Fourier25_NNonly_m1,"23,091",13,0.03,3.9%,96.1%,16,2,15.58,1.91,0.85,12.82,5.46%,12.26%,82.28%,8188.0,2948.84,17.78,5221.38,0.22%,36.01%,63.77%,48
